Order ID,Consumer Type,Category,Sub Category,Amount,Quantity,Profit,Payment mode
KL-2019-9705271,Consumer,Office Supplies,Art,183,4,84,Credit card
KL-2019-9705272,Consumer,Office Supplies,Supplies,601,13,132,UPI
KL-2019-9705273,Consumer,Office Supplies,Art,95,7,0,UPI
KL-2019-9705274,Consumer,Office Supplies,Binders,71,5,-71,COD
KL-2019-9705275,Consumer,Office Supplies,Art,81,4,-9,EMI
KL-2019-9705276,Consumer,Office Supplies,Storage,158,2,-44,EMI
KL-2019-9705277,Consumer,Technology,Accessories,"1,602",13,-1346,COD
KL-2019-9705278,Consumer,Office Supplies,Storage,53,2,0,Credit card
KL-2019-9705279,Consumer,Technology,Copiers,372,3,179,UPI
KL-2019-9705280,Consumer,Technology,Accessories,119,3,4,Credit card
KL-2019-9705281,Consumer,Office Supplies,Art,74,3,29,Credit card
KL-2019-9705282,Consumer,Technology,Copiers,320,1,26,Credit card
KL-2019-9705283,Consumer,Office Supplies,Art,78,3,20,Credit card
KL-2019-9705284,Consumer,Office Supplies,Binders,27,4,6,UPI
KL-2019-9705285,Consumer,Office Supplies,Appliances,445,1,64,UPI
KL-2019-9705286,Consumer,Office Supplies,Binders,246,8,69,COD
KL-2019-9705287,Consumer,Office Supplies,Binders,26,2,2,EMI
KL-2019-9705288,Consumer,Office Supplies,Envelopes,101,5,48,EMI
KL-2019-9705289,Consumer,Office Supplies,Storage,245,2,30,COD
KL-2019-9705290,Consumer,Technology,Machines,215,5,-33,Credit card
KL-2019-9705291,Consumer,Office Supplies,Supplies,168,7,60,UPI
KL-2019-9705292,Corporate,Office Supplies,Art,141,6,48,Credit card
KL-2019-9705293,Corporate,Technology,Copiers,441,3,110,Credit card
KL-2019-9705294,Corporate,Technology,Phones,"1,011",7,162,Credit card
KL-2019-9705295,Home Office,Office Supplies,Appliances,"1,138",2,364,Credit card
KL-2019-9705296,Home Office,Office Supplies,Supplies,370,8,81,UPI
KL-2019-9705297,Consumer,Technology,Copiers,325,2,34,UPI
KL-2019-9705298,Corporate,Office Supplies,Binders,16,3,-9,COD
KL-2019-9705299,Consumer,Office Supplies,Storage,365,7,65,EMI
KL-2019-9705300,Corporate,Office Supplies,Storage,288,6,128,EMI
KL-2019-9705301,Home Office,Office Supplies,Envelopes,52,2,26,COD
KL-2019-9705302,Consumer,Office Supplies,Paper,62,2,14,Credit card
KL-2019-9705303,Consumer,Office Supplies,Storage,40,2,2,UPI
KL-2019-9705304,Consumer,Office Supplies,Art,114,10,26,Credit card
KL-2019-9705305,Consumer,Office Supplies,Binders,40,3,18,Credit card
KL-2019-9705306,Consumer,Office Supplies,Fasteners,50,3,16,Credit card
KL-2019-9705307,Consumer,Office Supplies,Appliances,"1,584",3,127,Credit card
KL-2019-9705308,Consumer,Office Supplies,Fasteners,31,3,13,UPI
KL-2019-9705309,Consumer,Office Supplies,Paper,83,4,34,UPI
KL-2019-9705310,Home Office,Office Supplies,Storage,509,3,114,COD
KL-2019-9705311,Consumer,Furniture,Bookcases,274,2,103,EMI
KL-2019-9705312,Consumer,Office Supplies,Art,99,2,24,EMI
KL-2019-9705313,Consumer,Office Supplies,Fasteners,55,5,21,COD
KL-2019-9705314,Consumer,Technology,Phones,210,2,-22,Credit card
KL-2019-9705315,Corporate,Office Supplies,Art,53,2,22,UPI
KL-2019-9705316,Consumer,Furniture,Chairs,200,3,-260,Credit card
KL-2019-9705317,Consumer,Office Supplies,Art,11,2,-9,Credit card
KL-2019-9705318,Consumer,Office Supplies,Fasteners,14,2,-12,Credit card
KL-2020-5037831,Consumer,Office Supplies,Appliances,299,4,116,Credit card
KL-2020-5037832,Consumer,Office Supplies,Storage,155,3,69,UPI
KL-2020-5037833,Consumer,Office Supplies,Art,99,2,24,UPI
KL-2020-5037834,Consumer,Office Supplies,Labels,46,4,9,COD
KL-2020-5037835,Consumer,Office Supplies,Appliances,"1,533",3,-34,EMI
KL-2020-5037836,Consumer,Office Supplies,Storage,130,3,52,EMI
KL-2020-5037837,Corporate,Office Supplies,Art,137,3,22,COD
KL-2020-5037838,Consumer,Office Supplies,Binders,46,3,13,Credit card
KL-2020-5037839,Consumer,Office Supplies,Paper,112,4,55,UPI
KL-2020-5037840,Consumer,Furniture,Bookcases,"1,567",8,360,Credit card
KL-2020-5037841,Corporate,Office Supplies,Envelopes,164,6,54,Credit card
KL-2020-5037842,Corporate,Office Supplies,Binders,27,4,6,Credit card
KL-2020-5037843,Corporate,Technology,Phones,177,2,71,Credit card
KL-2020-5037844,Consumer,Office Supplies,Storage,618,5,206,UPI
KL-2020-5037845,Consumer,Office Supplies,Labels,32,3,6,UPI
KL-2020-5037846,Consumer,Office Supplies,Paper,83,5,2,COD
KL-2020-5037847,Corporate,Office Supplies,Appliances,970,2,216,EMI
KL-2020-5037848,Consumer,Office Supplies,Storage,8,1,-6,EMI
KL-2020-5037849,Consumer,Furniture,Chairs,373,7,-4,COD
KL-2020-5037850,Consumer,Office Supplies,Art,49,1,23,Credit card
KL-2020-5037851,Consumer,Office Supplies,Labels,72,7,26,UPI
KL-2020-5037852,Consumer,Office Supplies,Labels,44,4,19,Credit card
KL-2020-5037853,Consumer,Technology,Phones,334,2,87,Credit card
KL-2020-5037854,Corporate,Office Supplies,Appliances,"1,028",2,297,Credit card
KL-2020-5037855,Corporate,Office Supplies,Paper,102,5,14,Credit card
KL-2020-5037856,Home Office,Furniture,Chairs,205,4,-113,UPI
KL-2020-5037857,Home Office,Furniture,Furnishings,220,2,18,UPI
KL-2020-5037858,Home Office,Office Supplies,Appliances,"2,070",4,414,COD
KL-2020-5037859,Home Office,Office Supplies,Storage,98,3,-3,EMI
KL-2020-5037860,Home Office,Technology,Accessories,278,5,42,EMI
KL-2020-5037861,Consumer,Office Supplies,Paper,65,2,17,COD
KL-2020-5037862,Consumer,Office Supplies,Storage,"1,524",8,-51,Credit card
KL-2020-5037863,Consumer,Furniture,Chairs,682,4,327,UPI
KL-2020-5037864,Consumer,Office Supplies,Fasteners,19,2,-1,Credit card
KL-2020-5037865,Consumer,Furniture,Bookcases,"2,757",7,1164,Credit card
KL-2020-5037866,Consumer,Office Supplies,Supplies,40,2,18,Credit card
KL-2020-5037867,Consumer,Office Supplies,Art,165,3,58,Credit card
KL-2020-5037868,Consumer,Office Supplies,Storage,247,4,74,UPI
KL-2020-5037869,Corporate,Office Supplies,Art,36,3,-3,UPI
KL-2020-5037870,Corporate,Office Supplies,Binders,31,6,6,COD
KL-2020-5037871,Corporate,Office Supplies,Envelopes,7,1,0,EMI
KL-2020-5037872,Corporate,Office Supplies,Storage,"1,607",9,125,EMI
KL-2020-5037873,Corporate,Technology,Accessories,39,1,10,COD
KL-2020-5037874,Consumer,Furniture,Chairs,22,1,-20,Credit card
KL-2020-5037875,Home Office,Office Supplies,Paper,57,2,3,UPI
KL-2020-5037876,Consumer,Furniture,Bookcases,658,3,-66,Credit card
KL-2020-5037877,Home Office,Office Supplies,Binders,19,3,1,Credit card
KL-2020-5037878,Home Office,Technology,Machines,800,3,168,Credit card
KL-2020-5037879,Consumer,Furniture,Tables,816,2,363,Credit card
KL-2020-5037880,Consumer,Office Supplies,Storage,168,3,-4,UPI
KL-2020-5037881,Consumer,Office Supplies,Art,118,5,2,UPI
KL-2020-5037882,Corporate,Office Supplies,Appliances,"3,802",7,1445,COD
KL-2020-5037883,Corporate,Office Supplies,Envelopes,73,4,13,EMI
KL-2020-5037884,Corporate,Office Supplies,Supplies,333,8,17,EMI
KL-2020-5037885,Consumer,Office Supplies,Appliances,388,4,147,COD
KL-2020-5037886,Consumer,Office Supplies,Binders,4,1,0,Credit card
KL-2020-5037887,Consumer,Technology,Accessories,89,3,8,UPI
KL-2020-5037888,Consumer,Office Supplies,Binders,29,2,-3,Credit card
KL-2020-5037889,Consumer,Office Supplies,Art,16,2,-15,Credit card
KL-2020-5037890,Consumer,Office Supplies,Fasteners,15,2,-6,Credit card
KL-2020-5037891,Home Office,Office Supplies,Storage,56,3,26,Credit card
KL-2020-5037892,Home Office,Technology,Phones,"1,275",7,497,UPI
KL-2020-5037893,Home Office,Furniture,Chairs,95,5,-114,UPI
KL-2020-5037894,Consumer,Office Supplies,Art,135,5,68,COD
KL-2020-5037895,Consumer,Office Supplies,Art,88,4,16,EMI
KL-2020-5037896,Consumer,Office Supplies,Binders,57,5,21,EMI
KL-2020-5037897,Consumer,Office Supplies,Paper,344,13,62,COD
KL-2020-5037898,Consumer,Furniture,Bookcases,304,5,-18,Credit card
KL-2020-5037899,Consumer,Office Supplies,Binders,29,7,-2,UPI
KL-2020-5037900,Consumer,Technology,Accessories,54,4,-44,Credit card
KL-2020-5037901,Consumer,Technology,Phones,410,6,-172,Credit card
KL-2020-5037902,Consumer,Office Supplies,Binders,44,4,14,Credit card
KL-2020-5037903,Corporate,Office Supplies,Labels,41,4,15,Credit card
KL-2020-5037904,Consumer,Office Supplies,Binders,89,8,27,UPI
KL-2020-5037905,Consumer,Office Supplies,Binders,259,5,47,UPI
KL-2020-5037906,Consumer,Office Supplies,Binders,28,2,-10,COD
KL-2020-5037907,Consumer,Office Supplies,Paper,79,3,-36,EMI
KL-2020-5037908,Consumer,Technology,Phones,529,6,-254,EMI
KL-2020-5037909,Consumer,Office Supplies,Storage,37,3,-53,COD
KL-2020-5037910,Home Office,Technology,Phones,520,3,203,Credit card
KL-2020-5037911,Corporate,Furniture,Furnishings,146,3,7,UPI
KL-2020-5037912,Consumer,Furniture,Bookcases,741,6,104,Credit card
KL-2020-5037913,Consumer,Office Supplies,Binders,51,1,23,Credit card
KL-2020-5037914,Corporate,Office Supplies,Art,42,3,-35,Credit card
KL-2020-5037915,Corporate,Office Supplies,Binders,38,5,-29,Credit card
KL-2020-5037916,Corporate,Office Supplies,Envelopes,47,4,-11,UPI
KL-2020-5037917,Corporate,Office Supplies,Storage,152,5,-3,UPI
KL-2020-5037918,Home Office,Furniture,Furnishings,39,1,9,COD
KL-2020-5037919,Corporate,Office Supplies,Appliances,"1,629",3,619,EMI
KL-2020-5037920,Corporate,Office Supplies,Binders,15,3,4,EMI
KL-2020-5037921,Corporate,Office Supplies,Storage,184,1,33,COD
KL-2020-5037922,Corporate,Office Supplies,Binders,46,7,-40,Credit card
KL-2020-5037923,Corporate,Furniture,Chairs,174,3,24,UPI
KL-2020-5037924,Corporate,Furniture,Chairs,268,3,0,Credit card
KL-2020-5037925,Corporate,Furniture,Bookcases,135,1,39,Credit card
KL-2020-5037926,Corporate,Office Supplies,Art,67,6,16,Credit card
KL-2020-5037927,Consumer,Office Supplies,Labels,56,5,14,Credit card
KL-2020-5037928,Consumer,Technology,Phones,260,3,-109,UPI
KL-2020-5037929,Consumer,Office Supplies,Art,75,3,4,UPI
KL-2020-5037930,Consumer,Office Supplies,Binders,17,3,5,COD
KL-2020-5037931,Consumer,Office Supplies,Binders,23,3,10,EMI
KL-2020-5037932,Corporate,Office Supplies,Storage,14,1,-1,EMI
KL-2020-5037933,Consumer,Office Supplies,Envelopes,164,4,64,COD
KL-2020-5037934,Consumer,Office Supplies,Binders,61,2,28,Credit card
KL-2020-5037935,Consumer,Office Supplies,Envelopes,77,4,5,UPI
KL-2020-5037936,Home Office,Technology,Phones,"2,893",5,-97,Credit card
KL-2020-5037937,Consumer,Office Supplies,Art,45,4,4,Credit card
KL-2020-5037938,Consumer,Office Supplies,Art,91,2,3,Credit card
KL-2020-5037939,Consumer,Office Supplies,Binders,98,2,39,Credit card
KL-2020-5037940,Consumer,Office Supplies,Binders,88,3,19,UPI
KL-2020-5037941,Consumer,Technology,Accessories,36,1,7,UPI
KL-2020-5037942,Consumer,Furniture,Furnishings,217,2,4,COD
KL-2020-5037943,Consumer,Technology,Phones,"3,220",5,966,EMI
KL-2020-5037944,Corporate,Office Supplies,Supplies,135,5,38,EMI
KL-2020-5037945,Home Office,Office Supplies,Binders,21,3,10,COD
KL-2020-5037946,Home Office,Office Supplies,Binders,37,5,11,Credit card
KL-2020-5037947,Corporate,Furniture,Bookcases,516,6,-237,UPI
KL-2020-5037948,Corporate,Office Supplies,Binders,28,5,-14,Credit card
KL-2020-5037949,Corporate,Office Supplies,Storage,46,3,-39,Credit card
KL-2020-5037950,Corporate,Technology,Accessories,37,2,-36,Credit card
KL-2020-5037951,Corporate,Technology,Machines,181,3,-87,Credit card
KL-2020-5037952,Consumer,Office Supplies,Art,104,2,16,UPI
KL-2020-5037953,Consumer,Office Supplies,Storage,886,7,-89,UPI
KL-2020-5037954,Consumer,Office Supplies,Storage,"1,271",11,-127,COD
KL-2020-5037955,Consumer,Technology,Accessories,517,5,72,EMI
KL-2020-5037956,Home Office,Office Supplies,Storage,20,2,0,EMI
KL-2020-5037957,Consumer,Office Supplies,Binders,197,4,79,COD
KL-2020-5037958,Consumer,Office Supplies,Supplies,77,4,5,Credit card
KL-2020-5037959,Consumer,Office Supplies,Storage,43,1,17,UPI
KL-2020-5037960,Corporate,Office Supplies,Envelopes,48,3,3,Credit card
KL-2020-5037961,Consumer,Furniture,Chairs,150,1,5,Credit card
KL-2020-5037962,Consumer,Office Supplies,Art,89,3,31,Credit card
KL-2020-5037963,Consumer,Office Supplies,Art,22,1,4,Credit card
KL-2020-5037964,Consumer,Office Supplies,Binders,17,3,7,UPI
KL-2020-5037965,Consumer,Furniture,Bookcases,304,2,95,UPI
KL-2020-5037966,Consumer,Office Supplies,Labels,34,3,12,COD
KL-2020-5037967,Consumer,Office Supplies,Supplies,251,8,55,EMI
KL-2020-5037968,Home Office,Office Supplies,Paper,338,7,13,EMI
KL-2020-5037969,Consumer,Furniture,Bookcases,154,1,14,COD
KL-2020-5037970,Home Office,Office Supplies,Binders,45,5,8,Credit card
KL-2020-5037971,Corporate,Office Supplies,Paper,46,3,0,UPI
KL-2020-5037972,Consumer,Furniture,Bookcases,876,2,228,Credit card
KL-2020-5037973,Consumer,Furniture,Tables,"2,843",9,256,Credit card
KL-2020-5037974,Consumer,Office Supplies,Envelopes,56,3,10,Credit card
KL-2020-5037975,Consumer,Technology,Machines,234,2,56,Credit card
KL-2020-5037976,Home Office,Furniture,Bookcases,72,1,-38,UPI
KL-2020-5037977,Home Office,Furniture,Bookcases,225,3,-63,UPI
KL-2020-5037978,Home Office,Office Supplies,Appliances,994,4,-656,COD
KL-2020-5037979,Home Office,Office Supplies,Art,19,2,-9,EMI
KL-2020-5037980,Home Office,Office Supplies,Fasteners,22,3,-15,EMI
KL-2020-5037981,Home Office,Office Supplies,Fasteners,33,4,-25,COD
KL-2020-5037982,Home Office,Office Supplies,Paper,31,4,-31,Credit card
KL-2020-5037983,Home Office,Office Supplies,Paper,28,2,-1,UPI
KL-2020-5037984,Consumer,Office Supplies,Envelopes,63,3,19,Credit card
KL-2020-5037985,Consumer,Technology,Copiers,965,3,-68,Credit card
KL-2020-5037986,Consumer,Furniture,Bookcases,154,1,41,Credit card
KL-2020-5037987,Home Office,Technology,Machines,"1,508",8,-981,Credit card
KL-2020-5037988,Corporate,Office Supplies,Storage,293,6,36,UPI
KL-2020-5037989,Corporate,Office Supplies,Supplies,50,2,23,UPI
KL-2020-5037990,Consumer,Office Supplies,Appliances,229,3,51,COD
KL-2020-5037991,Home Office,Furniture,Furnishings,107,2,32,EMI
KL-2020-5037992,Home Office,Office Supplies,Binders,100,2,28,EMI
KL-2020-5037993,Home Office,Office Supplies,Supplies,178,4,52,COD
KL-2020-5037994,Consumer,Office Supplies,Envelopes,209,7,2,Credit card
KL-2020-5037995,Consumer,Office Supplies,Labels,32,5,-10,UPI
KL-2020-5037996,Consumer,Technology,Accessories,291,5,-116,Credit card
KL-2020-5037997,Consumer,Office Supplies,Art,19,1,4,Credit card
KL-2020-5037998,Consumer,Furniture,Chairs,309,2,82,Credit card
KL-2020-5037999,Consumer,Office Supplies,Binders,112,4,37,Credit card
KL-2020-5038000,Consumer,Office Supplies,Art,81,3,41,UPI
KL-2020-5038001,Consumer,Office Supplies,Binders,11,1,4,UPI
KL-2020-5038002,Corporate,Furniture,Bookcases,"1,973",5,767,COD
KL-2020-5038003,Corporate,Furniture,Furnishings,170,3,75,EMI
KL-2020-5038004,Corporate,Office Supplies,Binders,13,2,3,EMI
KL-2020-5038005,Corporate,Office Supplies,Binders,145,3,44,COD
KL-2020-5038006,Consumer,Furniture,Furnishings,123,3,17,Credit card
KL-2020-5038007,Consumer,Office Supplies,Art,15,1,3,UPI
KL-2020-5038008,Consumer,Office Supplies,Art,188,8,4,Credit card
KL-2020-5038009,Consumer,Office Supplies,Binders,123,9,17,Credit card
KL-2020-5038010,Consumer,Office Supplies,Storage,246,5,0,Credit card
KL-2020-5038011,Corporate,Furniture,Furnishings,535,5,128,Credit card
KL-2020-5038012,Corporate,Office Supplies,Binders,209,7,84,UPI
KL-2020-5038013,Consumer,Technology,Machines,278,3,62,UPI
KL-2020-5038014,Corporate,Office Supplies,Paper,70,5,-28,COD
KL-2020-5038015,Consumer,Furniture,Chairs,397,5,-4,EMI
KL-2020-5038016,Consumer,Technology,Machines,442,3,74,EMI
KL-2020-5038017,Corporate,Office Supplies,Labels,22,2,3,COD
KL-2020-5038018,Corporate,Office Supplies,Labels,22,2,11,Credit card
KL-2020-5038019,Corporate,Technology,Accessories,517,2,46,UPI
KL-2020-5038020,Consumer,Office Supplies,Binders,339,7,102,Credit card
KL-2020-5038021,Home Office,Office Supplies,Binders,30,1,12,Credit card
KL-2020-5038022,Consumer,Office Supplies,Envelopes,92,4,-15,Credit card
KL-2020-5038023,Corporate,Office Supplies,Art,71,3,1,Credit card
KL-2020-5038024,Corporate,Technology,Phones,"1,084",2,166,UPI
KL-2020-5038025,Consumer,Office Supplies,Binders,151,3,9,UPI
KL-2020-5038026,Consumer,Office Supplies,Storage,238,5,31,COD
KL-2020-5038027,Home Office,Office Supplies,Envelopes,82,4,-18,EMI
KL-2020-5038028,Home Office,Furniture,Furnishings,88,2,3,EMI
KL-2020-5038029,Home Office,Furniture,Furnishings,226,4,63,COD
KL-2020-5038030,Home Office,Office Supplies,Paper,308,14,142,Credit card
KL-2020-5038031,Consumer,Office Supplies,Envelopes,207,7,2,UPI
KL-2020-5038032,Corporate,Office Supplies,Binders,22,2,6,Credit card
KL-2020-5038033,Corporate,Office Supplies,Labels,11,1,1,Credit card
KL-2020-5038034,Corporate,Office Supplies,Labels,9,1,3,Credit card
KL-2020-5038035,Home Office,Furniture,Chairs,256,5,83,Credit card
KL-2020-5038036,Home Office,Office Supplies,Binders,50,2,13,UPI
KL-2020-5038037,Home Office,Office Supplies,Envelopes,39,6,15,UPI
KL-2020-5038038,Consumer,Office Supplies,Art,24,2,0,COD
KL-2020-5038039,Corporate,Furniture,Chairs,409,3,143,EMI
KL-2020-5038040,Corporate,Furniture,Furnishings,48,2,13,EMI
KL-2020-5038041,Corporate,Office Supplies,Art,161,3,40,COD
KL-2020-5038042,Corporate,Office Supplies,Binders,34,3,9,Credit card
KL-2020-5038043,Corporate,Technology,Accessories,"1,026",4,482,UPI
KL-2020-5038044,Corporate,Technology,Copiers,"2,880",9,1296,Credit card
KL-2020-5038045,Consumer,Office Supplies,Binders,103,2,26,Credit card
KL-2020-5038046,Consumer,Office Supplies,Binders,24,4,2,Credit card
KL-2020-5038047,Consumer,Office Supplies,Envelopes,101,5,48,Credit card
KL-2020-5038048,Consumer,Office Supplies,Storage,389,9,99,UPI
KL-2020-5038049,Corporate,Office Supplies,Binders,56,14,6,UPI
KL-2020-5038050,Corporate,Technology,Accessories,80,2,2,COD
KL-2020-5038051,Corporate,Office Supplies,Envelopes,142,5,70,EMI
KL-2020-5038052,Corporate,Office Supplies,Supplies,72,3,16,EMI
KL-2020-5038053,Home Office,Office Supplies,Paper,119,5,53,COD
KL-2020-5038054,Home Office,Office Supplies,Storage,891,5,0,Credit card
KL-2020-5038055,Home Office,Technology,Copiers,328,2,35,UPI
KL-2020-5038056,Home Office,Technology,Copiers,328,2,15,Credit card
KL-2020-5038057,Home Office,Office Supplies,Art,60,4,22,Credit card
KL-2020-5038058,Home Office,Technology,Machines,262,1,-12,Credit card
KL-2020-5038059,Home Office,Technology,Machines,448,3,-53,Credit card
KL-2020-5038060,Consumer,Office Supplies,Art,97,3,37,UPI
KL-2020-5038061,Consumer,Office Supplies,Art,54,3,4,UPI
KL-2020-5038062,Consumer,Office Supplies,Fasteners,48,3,5,COD
KL-2020-5038063,Consumer,Technology,Accessories,154,5,46,EMI
KL-2020-5038064,Consumer,Technology,Phones,419,4,-44,EMI
KL-2020-5038065,Corporate,Technology,Copiers,"1,348",7,445,COD
KL-2020-5038066,Corporate,Office Supplies,Art,48,3,2,Credit card
KL-2020-5038067,Corporate,Office Supplies,Art,47,2,16,UPI
KL-2020-5038068,Corporate,Office Supplies,Fasteners,54,4,17,Credit card
KL-2020-5038069,Consumer,Office Supplies,Supplies,312,11,147,Credit card
KL-2020-5038070,Corporate,Office Supplies,Paper,97,2,4,Credit card
KL-2020-5038071,Consumer,Office Supplies,Appliances,"2,478",5,1041,Credit card
KL-2020-5038072,Consumer,Office Supplies,Art,58,2,8,UPI
KL-2020-5038073,Consumer,Office Supplies,Binders,27,3,6,UPI
KL-2020-5038074,Home Office,Office Supplies,Art,57,4,6,COD
KL-2020-5038075,Corporate,Technology,Machines,475,2,26,EMI
KL-2020-5038076,Corporate,Furniture,Furnishings,101,2,38,EMI
KL-2020-5038077,Corporate,Office Supplies,Envelopes,147,6,65,COD
KL-2020-5038078,Corporate,Technology,Phones,222,2,-100,Credit card
KL-2020-5038079,Home Office,Technology,Accessories,161,4,19,UPI
KL-2020-5038080,Home Office,Office Supplies,Paper,112,4,40,Credit card
KL-2020-5038081,Home Office,Office Supplies,Storage,423,2,186,Credit card
KL-2020-5038082,Corporate,Office Supplies,Binders,23,2,6,Credit card
KL-2020-5038083,Consumer,Office Supplies,Storage,98,2,12,Credit card
KL-2020-5038084,Corporate,Furniture,Bookcases,"1,322",6,-317,UPI
KL-2020-5038085,Corporate,Furniture,Furnishings,143,7,-106,UPI
KL-2020-5038086,Corporate,Technology,Phones,773,10,-681,COD
KL-2020-5038087,Corporate,Furniture,Furnishings,19,1,8,EMI
KL-2020-5038088,Corporate,Furniture,Furnishings,439,9,220,EMI
KL-2020-5038089,Corporate,Office Supplies,Paper,179,6,38,COD
KL-2020-5038090,Consumer,Furniture,Chairs,456,6,-25,Credit card
KL-2020-5038091,Home Office,Office Supplies,Appliances,"5,274",10,1898,UPI
KL-2020-5038092,Home Office,Technology,Copiers,"1,429",4,472,Credit card
KL-2020-5038093,Consumer,Office Supplies,Appliances,137,2,48,Credit card
KL-2020-5038094,Consumer,Technology,Accessories,743,3,349,Credit card
KL-2020-5038095,Consumer,Office Supplies,Appliances,756,14,-59,Credit card
KL-2020-5038096,Consumer,Office Supplies,Binders,43,4,11,UPI
KL-2020-5038097,Consumer,Office Supplies,Binders,7,2,-4,UPI
KL-2020-5038098,Consumer,Office Supplies,Fasteners,85,6,31,COD
KL-2020-5038099,Consumer,Office Supplies,Supplies,66,5,18,EMI
KL-2020-5038100,Home Office,Furniture,Bookcases,371,1,115,EMI
KL-2020-5038101,Home Office,Office Supplies,Appliances,325,6,75,COD
KL-2020-5038102,Home Office,Office Supplies,Paper,62,3,29,Credit card
KL-2020-5038103,Consumer,Office Supplies,Binders,121,12,55,UPI
KL-2020-5038104,Consumer,Office Supplies,Supplies,59,2,24,Credit card
KL-2020-5038105,Consumer,Technology,Phones,136,2,29,Credit card
KL-2020-5038106,Corporate,Furniture,Furnishings,116,5,-157,Credit card
KL-2020-5038107,Corporate,Furniture,Bookcases,329,1,4,Credit card
KL-2020-5038108,Corporate,Office Supplies,Binders,44,5,20,UPI
KL-2020-5038109,Corporate,Office Supplies,Labels,9,2,3,UPI
KL-2020-5038110,Corporate,Office Supplies,Binders,21,2,5,COD
KL-2020-5038111,Corporate,Technology,Accessories,130,3,13,EMI
KL-2020-5038112,Corporate,Office Supplies,Labels,17,2,8,EMI
KL-2020-5038113,Corporate,Office Supplies,Supplies,145,5,7,COD
KL-2020-5038114,Corporate,Office Supplies,Art,54,3,4,Credit card
KL-2020-5038115,Consumer,Furniture,Bookcases,"1,236",3,383,UPI
KL-2020-5038116,Consumer,Office Supplies,Art,75,3,5,Credit card
KL-2020-5038117,Consumer,Office Supplies,Fasteners,33,2,11,Credit card
KL-2020-5038118,Consumer,Office Supplies,Storage,426,3,68,Credit card
KL-2020-5038119,Consumer,Technology,Phones,262,2,29,Credit card
KL-2020-5038120,Consumer,Office Supplies,Paper,45,1,23,UPI
KL-2020-5038121,Consumer,Technology,Machines,621,2,236,UPI
KL-2020-5038122,Consumer,Furniture,Tables,311,2,-644,COD
KL-2020-5038123,Corporate,Furniture,Furnishings,52,3,25,EMI
KL-2020-5038124,Corporate,Office Supplies,Appliances,232,7,80,EMI
KL-2020-5038125,Corporate,Office Supplies,Art,99,5,41,COD
KL-2020-5038126,Home Office,Office Supplies,Envelopes,125,5,6,Credit card
KL-2020-5038127,Home Office,Office Supplies,Labels,19,3,9,UPI
KL-2020-5038128,Home Office,Technology,Machines,862,5,198,Credit card
KL-2020-5038129,Home Office,Office Supplies,Labels,23,2,4,Credit card
KL-2020-5038130,Home Office,Office Supplies,Art,114,6,45,Credit card
KL-2020-5038131,Consumer,Office Supplies,Art,63,4,-1,Credit card
KL-2020-5038132,Consumer,Office Supplies,Art,133,3,44,UPI
KL-2020-5038133,Consumer,Office Supplies,Binders,296,10,50,UPI
KL-2020-5038134,Consumer,Technology,Phones,464,3,28,COD
KL-2020-5038135,Corporate,Office Supplies,Storage,110,7,2,EMI
KL-2020-5038136,Consumer,Office Supplies,Binders,233,8,67,EMI
KL-2020-5038137,Consumer,Office Supplies,Art,107,4,9,COD
KL-2020-5038138,Home Office,Office Supplies,Fasteners,56,3,9,Credit card
KL-2020-5038139,Home Office,Office Supplies,Storage,41,4,11,UPI
KL-2020-5038140,Home Office,Technology,Accessories,166,4,53,Credit card
KL-2020-5038141,Consumer,Office Supplies,Fasteners,13,1,5,Credit card
KL-2020-5038142,Consumer,Furniture,Bookcases,"1,064",7,225,Credit card
KL-2020-5038143,Consumer,Furniture,Furnishings,246,6,34,Credit card
KL-2020-5038144,Consumer,Office Supplies,Storage,224,4,-12,UPI
KL-2020-5038145,Consumer,Office Supplies,Binders,55,2,15,UPI
KL-2020-5038146,Consumer,Office Supplies,Binders,14,2,7,COD
KL-2020-5038147,Consumer,Office Supplies,Envelopes,87,5,23,EMI
KL-2020-5038148,Home Office,Office Supplies,Appliances,126,3,3,EMI
KL-2020-5038149,Home Office,Office Supplies,Storage,72,7,21,COD
KL-2020-5038150,Consumer,Office Supplies,Art,242,8,82,Credit card
KL-2020-5038151,Consumer,Office Supplies,Art,57,3,13,UPI
KL-2020-5038152,Corporate,Office Supplies,Binders,70,9,-31,Credit card
KL-2020-5038153,Home Office,Furniture,Bookcases,511,6,-450,Credit card
KL-2020-5038154,Home Office,Furniture,Chairs,"2,571",11,-2211,Credit card
KL-2020-5038155,Consumer,Office Supplies,Fasteners,11,1,2,Credit card
KL-2020-5038156,Consumer,Office Supplies,Labels,34,3,4,UPI
KL-2020-5038157,Consumer,Furniture,Chairs,133,3,-4,UPI
KL-2020-5038158,Consumer,Office Supplies,Binders,16,2,7,COD
KL-2020-5038159,Corporate,Office Supplies,Binders,344,7,148,EMI
KL-2020-5038160,Home Office,Furniture,Chairs,564,9,69,EMI
KL-2020-5038161,Corporate,Office Supplies,Art,208,9,-100,COD
KL-2020-5038162,Consumer,Office Supplies,Art,154,7,28,Credit card
KL-2020-5038163,Consumer,Technology,Machines,567,8,180,UPI
KL-2020-5038164,Corporate,Office Supplies,Envelopes,332,7,119,Credit card
KL-2020-5038165,Consumer,Office Supplies,Appliances,132,4,46,Credit card
